2026-03-01T20:08:10.399Z | BLOCKED | IP: 128.199.182.55 | POST /api | Tier: write (10/min)
2026-03-07T05:29:20.273Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:29:42.485Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github | Tier: verify (5/min)
2026-03-07T05:29:42.582Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/github | Tier: verify (5/min)
2026-03-07T05:29:55.506Z | BLOCKED | IP: 13.49.175.225 | GET /api/search?q= | Tier: search (30/min)
2026-03-07T05:29:55.575Z | BLOCKED | IP: 13.49.175.225 | GET /api/search?q=%3Cscript%3Ealert(1)%3C%2Fscript%3E | Tier: search (30/min)
2026-03-07T05:29:55.664Z | BLOCKED | IP: 13.49.175.225 | GET /api/search?q=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa | Tier: search (30/min)
2026-03-07T05:29:55.732Z | BLOCKED | IP: 13.49.175.225 | GET /api/search?q=';DROP%20TABLE%20profiles;-- | Tier: search (30/min)
2026-03-07T05:30:33.678Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?address=AnpuperFEDMAGzbhMnSmhJdjbs97Xk6Bt5jYqKcWxXso | Tier: verify (5/min)
2026-03-07T05:30:33.728Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/x | Tier: verify (5/min)
2026-03-07T05:30:33.778Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=test | Tier: verify (5/min)
2026-03-07T05:30:59.166Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github | Tier: verify (5/min)
2026-03-07T05:30:59.224Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?username=testuser123 | Tier: verify (5/min)
2026-03-07T05:30:59.282Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:30:59.338Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?address=AnpuperFEDMAGzbhMnSmhJdjbs97Xk6Bt5jYqKcWxXso | Tier: verify (5/min)
2026-03-07T05:30:59.394Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:30:59.450Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:31:00.305Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:31:00.364Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:31:00.422Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:31:00.480Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:31:11.986Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github | Tier: verify (5/min)
2026-03-07T05:31:15.071Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?username=testuser123 | Tier: verify (5/min)
2026-03-07T05:31:18.152Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:31:24.611Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:31:27.685Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:32:56.725Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:34:18.454Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:34:23.507Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=elonmusk | Tier: verify (5/min)
2026-03-07T05:34:47.752Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:34:53.070Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:34:57.292Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?username=0xbrainkid&agentId=agent_braingrowth | Tier: verify (5/min)
2026-03-07T05:34:57.345Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?address=2LC5mqiFLci4ZiSxJSrUeUNuWkmaWk36itmVzGEftAUy&agentId=agent_braingrowth | Tier: verify (5/min)
2026-03-07T05:34:57.394Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/x?profileId=agent_braingrowth&twitterHandle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:34:57.562Z | BLOCKED | IP: 13.49.175.225 | POST /api/register | Tier: write (10/min)
2026-03-07T05:34:58.123Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:35:03.176Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=elonmusk | Tier: verify (5/min)
2026-03-07T05:36:10.494Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:36:11.199Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github | Tier: verify (5/min)
2026-03-07T05:36:11.250Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:36:11.304Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:36:11.358Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:36:23.382Z | BLOCKED | IP: 13.49.175.225 | PATCH /api/profile/agent_qabraingrowthtest | Tier: write (10/min)
2026-03-07T05:36:23.922Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/github | Tier: verify (5/min)
2026-03-07T05:36:23.973Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:36:24.024Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/x | Tier: verify (5/min)
2026-03-07T05:36:24.076Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:36:25.547Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=elonmusk | Tier: verify (5/min)
2026-03-07T05:36:35.923Z | BLOCKED | IP: 13.49.175.225 | PATCH /api/profile/agent_qabraingrowthtest | Tier: write (10/min)
2026-03-07T05:36:40.604Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:37:31.970Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github | Tier: verify (5/min)
2026-03-07T05:37:33.154Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:37:34.025Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/github | Tier: verify (5/min)
2026-03-07T05:37:36.077Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/github | Tier: verify (5/min)
2026-03-07T05:37:37.265Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs | Tier: write (10/min)
2026-03-07T05:37:38.129Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?username=octocat | Tier: verify (5/min)
2026-03-07T05:37:41.182Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:37:43.234Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:37:45.287Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:37:48.339Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:37:50.397Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:37:53.449Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:37:55.501Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:39:00.354Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github | Tier: verify (5/min)
2026-03-07T05:44:46.119Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?agentId=agent_brainchain | Tier: verify (5/min)
2026-03-07T05:44:46.180Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/solana | Tier: verify (5/min)
2026-03-07T05:44:46.235Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?agentId=agent_braingrowth | Tier: verify (5/min)
2026-03-07T05:44:46.287Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:44:46.682Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/satp?agentId=agent_brainchain | Tier: verify (5/min)
2026-03-07T05:44:46.734Z | BLOCKED | IP: 13.49.175.225 | POST /api/profiles | Tier: write (10/min)
2026-03-07T05:45:24.922Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs | Tier: write (10/min)
2026-03-07T05:46:02.548Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?agentId=agent_brainchain&username=0xbrainkid | Tier: verify (5/min)
2026-03-07T05:46:02.600Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/github | Tier: verify (5/min)
2026-03-07T05:46:02.651Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?agentId=agent_brainchain&address=9LEhAn7f5Y3PQtVj3qt7cZgVkMDUZBMpW7iKT6srheyo | Tier: verify (5/min)
2026-03-07T05:46:02.700Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?agentId=agent_braingrowth&handle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:46:02.749Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:46:02.798Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/satp?agentId=agent_brainchain | Tier: verify (5/min)
2026-03-07T05:46:03.130Z | BLOCKED | IP: 13.49.175.225 | POST /api/satp/review | Tier: write (10/min)
2026-03-07T05:46:03.180Z | BLOCKED | IP: 13.49.175.225 | POST /api/reviews | Tier: write (10/min)
2026-03-07T05:46:03.371Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_206eecbb9bf1cc1e/publish | Tier: write (10/min)
2026-03-07T05:47:09.898Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?agentId=agent_brainforge | Tier: verify (5/min)
2026-03-07T05:47:11.218Z | BLOCKED | IP: 13.49.175.225 | POST /api/escrow/build-create-tx | Tier: write (10/min)
2026-03-07T05:47:11.951Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?agentId=agent_brainforge | Tier: verify (5/min)
2026-03-07T05:47:14.005Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?agentId=agent_brainforge | Tier: verify (5/min)
2026-03-07T05:47:26.402Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?username=nonexistent_user_xyz_999 | Tier: verify (5/min)
2026-03-07T05:47:26.469Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:48:05.033Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/twitter?handle=0xbrainKID | Tier: verify (5/min)
2026-03-07T05:48:27.956Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_576cc27de414fae3/confirm-deposit | Tier: write (10/min)
2026-03-07T05:49:25.057Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:49:51.749Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:49:52.384Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/agentmail | Tier: verify (5/min)
2026-03-07T05:50:24.279Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?agentId=agent_brainchain&username=0xbrainkid | Tier: verify (5/min)
2026-03-07T05:50:24.329Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/solana?agentId=agent_brainchain | Tier: verify (5/min)
2026-03-07T05:50:24.379Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/twitter | Tier: verify (5/min)
2026-03-07T05:51:52.368Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/twitter | Tier: verify (5/min)
2026-03-07T06:03:28.692Z | BLOCKED | IP: 13.49.175.225 | PATCH /api/marketplace/applications/app_99aea644eee04e71/accept | Tier: write (10/min)
2026-03-07T06:03:28.741Z | BLOCKED | IP: 13.49.175.225 | PUT /api/marketplace/applications/app_99aea644eee04e71 | Tier: write (10/min)
2026-03-07T06:31:54.658Z | BLOCKED | IP: 13.49.175.225 | PATCH /api/marketplace/jobs/job_576cc27de414fae3/applications/app_99aea644eee04e71 | Tier: write (10/min)
2026-03-07T06:31:54.725Z | BLOCKED | IP: 13.49.175.225 | PUT /api/marketplace/jobs/job_576cc27de414fae3/applications/app_99aea644eee04e71 | Tier: write (10/min)
2026-03-07T06:32:31.614Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_576cc27de414fae3/select | Tier: write (10/min)
2026-03-07T06:32:31.664Z | BLOCKED | IP: 13.49.175.225 | PUT /api/marketplace/jobs/job_576cc27de414fae3/select | Tier: write (10/min)
2026-03-07T06:32:33.202Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/applications/app_99aea644eee04e71/accept | Tier: write (10/min)
2026-03-07T07:10:03.417Z | BLOCKED | IP: 13.61.142.217 | POST /api/marketplace/jobs/job_b86fbcd40d23b922/select/app_70328fbfc3a3135f | Tier: write (10/min)
2026-03-07T07:10:03.485Z | BLOCKED | IP: 13.61.142.217 | POST /api/marketplace/jobs/job_044f4e2018ef6d98/select/app_0b02a13108483e3f | Tier: write (10/min)
2026-03-07T07:10:03.566Z | BLOCKED | IP: 13.61.142.217 | POST /api/marketplace/jobs/job_45d7b8740d61b5b8/select/app_cc21084bd9cce124 | Tier: write (10/min)
2026-03-07T07:10:07.958Z | BLOCKED | IP: 13.61.142.217 | POST /api/marketplace/jobs/job_b86fbcd40d23b922/select/app_70328fbfc3a3135f | Tier: write (10/min)
2026-03-07T07:49:02.060Z | BLOCKED | IP: 13.63.56.231 | POST /api/marketplace/jobs/job_34619255ac1ea192/confirm-deposit | Tier: write (10/min)
2026-03-07T07:49:03.052Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_3f669b7a87eca324/deliver | Tier: write (10/min)
2026-03-07T07:49:03.103Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_3f669b7a87eca324/complete | Tier: write (10/min)
2026-03-07T07:50:04.798Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_3f669b7a87eca324/select | Tier: write (10/min)
2026-03-07T08:02:46.205Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_576cc27de414fae3/complete | Tier: write (10/min)
2026-03-07T08:02:50.581Z | BLOCKED | IP: 13.63.56.231 | POST /api/marketplace/jobs/job_34619255ac1ea192/in-progress | Tier: write (10/min)
2026-03-07T08:02:50.630Z | BLOCKED | IP: 13.63.56.231 | PUT /api/marketplace/jobs/job_34619255ac1ea192/status | Tier: write (10/min)
2026-03-07T08:04:01.890Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_3f669b7a87eca324/reviews | Tier: write (10/min)
2026-03-07T08:58:19.632Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_576cc27de414fae3/review | Tier: write (10/min)
2026-03-07T09:45:58.944Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_3f669b7a87eca324/review | Tier: write (10/min)
2026-03-07T09:46:00.277Z | BLOCKED | IP: 13.63.56.231 | POST /api/reviews | Tier: write (10/min)
2026-03-07T11:30:33.318Z | BLOCKED | IP: 13.61.142.217 | POST /api/verify/github/challenge | Tier: verify (5/min)
2026-03-07T11:45:43.382Z | BLOCKED | IP: 13.49.175.225 | POST /api/agents | Tier: write (10/min)
2026-03-07T11:45:43.530Z | BLOCKED | IP: 13.49.175.225 | POST /api/marketplace/jobs/job_6cac4c75ee822983/apply | Tier: write (10/min)
2026-03-07T12:03:11.196Z | BLOCKED | IP: 13.49.175.225 | POST /api/register | Tier: write (10/min)
2026-03-07T15:46:20.390Z | BLOCKED | IP: 13.61.142.217 | POST /api/verify/github/challenge | Tier: verify (5/min)
2026-03-07T15:49:20.861Z | BLOCKED | IP: 13.61.142.217 | GET /api/verify/test | Tier: verify (5/min)
2026-03-07T15:49:24.940Z | BLOCKED | IP: 13.61.142.217 | GET /api/verify/test | Tier: verify (5/min)
2026-03-07T16:04:11.583Z | BLOCKED | IP: 13.61.142.217 | GET /api/verify/agentmail/challenge | Tier: verify (5/min)
2026-03-07T16:05:33.237Z | BLOCKED | IP: 13.61.142.217 | POST /api/verify/agentmail/challenge | Tier: verify (5/min)
2026-03-07T16:07:46.261Z | BLOCKED | IP: 13.61.142.217 | GET /api/verify/agentmail/challenge | Tier: verify (5/min)
2026-03-07T23:01:24.190Z | BLOCKED | IP: 13.61.142.217 | POST /api/verify/agentmail/challenge | Tier: verify (5/min)
2026-03-07T23:05:15.377Z | BLOCKED | IP: 13.61.142.217 | GET /api/verify/github/challenge | Tier: verify (5/min)
2026-03-17T08:52:02.493Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/github?username=brainGrowth | Tier: verify (5/min)
2026-03-17T08:52:02.551Z | BLOCKED | IP: 13.49.175.225 | GET /api/verify/x?username=brainGrowth | Tier: verify (5/min)
2026-03-17T09:11:06.734Z | BLOCKED | IP: 13.49.175.225 | POST /api/verify/telegram | Tier: verify (5/min)
2026-03-17T09:24:35.547Z | BLOCKED | IP: 13.63.56.231 | POST /api/verify/github/challenge | Tier: verify (5/min)
2026-03-17T19:09:21.167Z | BLOCKED | IP: 31.153.13.149 | POST /api/satp-auto/identity/create | Tier: write (10/min)
2026-03-17T19:09:24.128Z | BLOCKED | IP: 31.153.13.149 | POST /api/satp-auto/identity/create | Tier: write (10/min)
2026-03-17T19:09:35.387Z | BLOCKED | IP: 31.153.13.149 | POST /api/satp-auto/identity/create | Tier: write (10/min)
2026-03-17T19:09:39.606Z | BLOCKED | IP: 31.153.13.149 | POST /api/verify/solana/challenge | Tier: verify (5/min)
